Rapo2011hierarkia Taso 00 - Avain - Category Code,Rapo2011hierarkia Taso 00 - Avain - Pitkä nimi,Rapo2011hierarkia Taso 03 - Avain - Category Code,Rapo2011hierarkia Taso 03 - Avain - Pitkä nimi,Rapo2011hierarkia Taso 05 - Avain - Category Code,Rapo2011hierarkia Taso 05 - Avain - Pitkä nimi,Summataso3 - Category Code,Summataso3 - Pitkä nimi,Tilinumero Taso 0 - Avain - Pitkä nimi,Tilinumero Taso 0 - Avain - Category Code,Budjetti eur,Toteuma eur
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL810.11,Jyväskylän seudun ty,1111MR810.11,Työterveys tulos,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/459000 Rakennusmateriaali,TILI/459000,0,9
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL810.11,Jyväskylän seudun ty,1111MR810.11,Työterveys tulos,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/460000 Muu materiaali,TILI/460000,18 000,8 575
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL810.11,Jyväskylän seudun ty,1111MR810.11,Työterveys tulos,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/960100 Sis.toimisto- ja koulutarvikkeet,TILI/960100,3 000,1 522
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL810.11,Jyväskylän seudun ty,1111MR810.11,Työterveys tulos,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/960500 Sis.lääkkeet ja hoitotarvikkeet,TILI/960500,15 000,22 373
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL810.11,Jyväskylän seudun ty,1111MR810.11,Työterveys tulos,Muut toimintakulut,Muut toimintakulut,TILI/482000 Rakennusten ja huoneistojen vuokrat,TILI/482000,75 510,0
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL810.11,Jyväskylän seudun ty,1111MR810.11,Työterveys tulos,Muut toimintakulut,Muut toimintakulut,TILI/484000 Koneiden ja laitteiden vuokrat,TILI/484000,9 000,6 934
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL810.11,Jyväskylän seudun ty,1111MR810.11,Työterveys tulos,Muut toimintakulut,Muut toimintakulut,TILI/486000 Muut vuokrat,TILI/486000,33 000,88 258
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL810.11,Jyväskylän seudun ty,1111MR810.11,Työterveys tulos,Muut toimintakulut,Muut toimintakulut,TILI/493000 Luottotappiot,TILI/493000,4 800,4 167
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL810.11,Jyväskylän seudun ty,1111MR810.11,Työterveys tulos,Muut toimintakulut,Muut toimintakulut,TILI/494000 Jäsenmaksut,TILI/494000,390,375
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL810.11,Jyväskylän seudun ty,1111MR810.11,Työterveys tulos,Muut toimintakulut,Muut toimintakulut,TILI/495000 Muut kulut,TILI/495000,10 800,8 996
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL810.11,Jyväskylän seudun ty,1111MR810.11,Työterveys tulos,Muut toimintakulut,Muut toimintakulut,TILI/499100 Pyöristykset,TILI/499100,0,13
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL810.11,Jyväskylän seudun ty,1111MR810.11,Työterveys tulos,Muut toimintakulut,Muut toimintakulut,TILI/980200 Sis.rakennusten ja huoneistojen vuokrat,TILI/980200,563 900,489 127
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL810.11,Jyväskylän seudun ty,1111MR810.11,Työterveys tulos,Muut toimintakulut,Muut toimintakulut,TILI/980300 Sis.koneiden ja laitteiden vuokrat/meno,TILI/980300,3 600,1 392
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL810.11,Jyväskylän seudun ty,1111MR810.11,Työterveys tulos,Muut toimintakulut,Muut toimintakulut,TILI/980400 Sis.muut vuokrat,TILI/980400,1 800,3 030
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL810.11,Jyväskylän seudun ty,1111MR810.11,Työterveys tulos,Muut toimintakulut,Muut toimintakulut,TILI/980500 Sis.muut kulut,TILI/980500,0,632
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Myyntituotot,Myyntituotot,TILI/311500 Muut yhteistoimintakorvaukset,TILI/311500,-9 904 592,-9 904 592
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Myyntituotot,Myyntituotot,TILI/313500 Oppisopimuskoulutuksen koulutuskorvaukset,TILI/313500,0,-5 250
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Myyntituotot,Myyntituotot,TILI/314000 Muut myyntituotot,TILI/314000,-2 361 578,-2 037 369
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Myyntituotot,Myyntituotot,TILI/900500 Sis.muut myyntituotot,TILI/900500,-10 454 465,-11 130 595
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Tuet ja avustukset,Tuet ja avustukset,TILI/330600 Korvaus sairaankuljetuksesta,TILI/330600,-2 608 372,-2 714 251
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Tuet ja avustukset,Tuet ja avustukset,TILI/330700 Korvaus työterveyshuollosta,TILI/330700,-63 993,-50 000
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Tuet ja avustukset,Tuet ja avustukset,TILI/333000 Muut tuet ja avustukset,TILI/333000,-40 000,-208 440
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Tuet ja avustukset,Tuet ja avustukset,TILI/920100 Sis.muut tuet ja avustukset,TILI/920100,0,-3 000
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Muut toimintatuotot,Muut toimintatuotot,TILI/346000 Muut vuokratuotot,TILI/346000,-3 000,0
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Muut toimintatuotot,Muut toimintatuotot,TILI/351000 Käyttöomaisuuden myyntivoitot,TILI/351000,0,-25 234
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Muut toimintatuotot,Muut toimintatuotot,TILI/352700 Saadut luottotappiot,TILI/352700,0,-1 304
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Muut toimintatuotot,Muut toimintatuotot,TILI/353000 Muut tuotot,TILI/353000,0,-2 685
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Henkilöstökulut,Henkilöstökulut,TILI/400000 Maksetut palkat ja palkkiot,TILI/400000,13 073 600,12 927 644
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Henkilöstökulut,Henkilöstökulut,TILI/406000 Jaksotetut palkat ja palkkiot,TILI/406000,0,41 937
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Henkilöstökulut,Henkilöstökulut,TILI/406600 Lomapalkkajaksotus,TILI/406600,0,378 838
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Henkilöstökulut,Henkilöstökulut,TILI/410000 KuEL-maksut/Palkkaperusteiset maksut,TILI/410000,2 091 800,2 013 808
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Henkilöstökulut,Henkilöstökulut,TILI/410100 KuEL-maksut/Eläkemenoperusteiset maksut,TILI/410100,4 275,4 275
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Henkilöstökulut,Henkilöstökulut,TILI/410200 KuEL-maksutVarhe-maksut,TILI/410200,200 210,200 210
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Henkilöstökulut,Henkilöstökulut,TILI/413000 Jaksotetut eläkekulut,TILI/413000,0,130 942
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Henkilöstökulut,Henkilöstökulut,TILI/415000 Kansaneläke- ja sairausvakuutusmaksut,TILI/415000,287 600,264 915
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Henkilöstökulut,Henkilöstökulut,TILI/416000 Työttömyysvakuutusmaksut,TILI/416000,425 000,388 791
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Henkilöstökulut,Henkilöstökulut,TILI/417000 Tapaturmavakuutusmaksut (sisäinen),TILI/417000,48 300,-40
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Henkilöstökulut,Henkilöstökulut,TILI/417500 Tapaturmavakuutusmaksut,TILI/417500,0,131 527
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Henkilöstökulut,Henkilöstökulut,TILI/418000 Muut sosiaalivakuutusmaksut,TILI/418000,19 600,-211 717
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Henkilöstökulut,Henkilöstökulut,TILI/419000 Jaksotetut sosiaalivakuutusmaksut,TILI/419000,0,31 942
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Henkilöstökulut,Henkilöstökulut,TILI/423000 Sairausvakuutuskorvaukset,TILI/423000,-30 146,-81 904
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Henkilöstökulut,Henkilöstökulut,TILI/424000 Tapaturmakorvaukset,TILI/424000,-4 843,-37 067
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Henkilöstökulut,Henkilöstökulut,TILI/426100 SV-päivärahojen sotu-maksut,TILI/426100,0,-1 898
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,"TILI/434000 Toimisto-, pankki- ja asiantuntijapalvelut",TILI/434000,73 448,79 488
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/435000 Painatukset ja ilmoitukset,TILI/435000,35 771,31 731
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/436000 Posti- ja telepalvelut,TILI/436000,403 664,379 268
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/437000 Vakuutukset,TILI/437000,182 847,130 817
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/437500 Sisäiset vakuutusmaksut,TILI/437500,400,0
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/438000 Puhtaanapito- ja pesulapalvelut,TILI/438000,61 074,60 911
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/438100 Puhtaanapitopalvelut,TILI/438100,700,0
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/439000 Rakennusten ja alueiden rakentamis- ja kunnossapito,TILI/439000,7 400,9 537
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,"TILI/440000 Koneiden, kaluston ja laitteiden rakentamis- ja ku",TILI/440000,380 298,203 485
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/440200 Koneiden ja laitteiden kunnossapito,TILI/440200,59 500,0
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/440300 Koneiden ja laitteiden kunnossapito,TILI/440300,0,325 457
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/441000 Majoitus- ja ravitsemispalvelut,TILI/441000,64 295,72 214
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/442000 Matkustus- ja kuljetuspalvelut,TILI/442000,82 219,67 584
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/443000 Sosiaali- ja terveyspalvelut,TILI/443000,88 742,62 418
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/444000 Opetus- ja kulttuuripalvelut,TILI/444000,172 440,127 383
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/447000 Muut palvelut,TILI/447000,27 440,64 957
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,"TILI/950100 Sis.toimisto-, pankki- ja asiantuntijapalvelut",TILI/950100,478 480,455 227
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/950200 Sis.painatukset ja ilmoitukset,TILI/950200,0,437
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/950300 Sis.posti- ja telepalvelut,TILI/950300,200,0
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/950400 Sis.puhtaanapito- ja pesulapalvelut,TILI/950400,3 233,7 869
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/950700 Sis.majoitus- ja ravitsemispalvelut,TILI/950700,0,3 804
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/950800 Sis.matkustus- ja kuljetuspalvelut,TILI/950800,0,173
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/950900 Sis.sosiaali- ja terveyspalvelut,TILI/950900,44 700,108 163
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/951200 Sis.muut palvelut,TILI/951200,1 182,0
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Palvelujen ostot,Palvelujen ostot,TILI/430000 Asiakaspalvelujen ostot,TILI/430000,1 800 000,1 750 465
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/450000 Toimisto- ja koulutarvikkeet,TILI/450000,39 553,35 214
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/451000 Kirjallisuus,TILI/451000,37 128,20 533
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/452000 Elintarvikkeet,TILI/452000,23 001,31 009
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/453000 Vaatteisto,TILI/453000,309 109,249 020
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/454000 Lääkkeet ja hoitotarvikkeet,TILI/454000,66 379,59 856
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/455000 Siivous- ja puhdistusaineet,TILI/455000,17 673,16 494
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/456000 Poltto- ja voiteluaineet,TILI/456000,371 564,420 297
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/457000 Lämmitys,TILI/457000,580,247
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/457100 Lämmitys,TILI/457100,48 300,56 498
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/457200 Sähkö,TILI/457200,41 200,59 168
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/457300 Vesi,TILI/457300,10 170,15 594
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/458000 Kalusto,TILI/458000,472 989,439 880
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/459000 Rakennusmateriaali,TILI/459000,13 207,4 720
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/460000 Muu materiaali,TILI/460000,89 047,86 123
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/465000 Saadut käteisalennukset,TILI/465000,0,-7
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/880800 Kuljetusvälineet,TILI/880800,0,17
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/960200 Sis.kirjallisuus,TILI/960200,0,10
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,"Aineet, tarvikkeet ja tavarat","Aineet, tarvikkeet ja tavarat",TILI/960500 Sis.lääkkeet ja hoitotarvikkeet,TILI/960500,0,321
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Avustukset,Avustukset,TILI/474000 Avustukset yhteisöille,TILI/474000,94 000,98 495
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Muut toimintakulut,Muut toimintakulut,TILI/480000 Maa- ja vesialueiden vuokrat,TILI/480000,0,118
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Muut toimintakulut,Muut toimintakulut,TILI/482000 Rakennusten ja huoneistojen vuokrat,TILI/482000,1 907 134,1 632 284
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Muut toimintakulut,Muut toimintakulut,TILI/484000 Koneiden ja laitteiden vuokrat,TILI/484000,301 643,240 585
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Muut toimintakulut,Muut toimintakulut,TILI/486000 Muut vuokrat,TILI/486000,5 451,17 155
Rapo2011hierarkia Taso 00 - Avain,Rapo2011hierarkia Taso 00 - Avain,1111PAL820.11,Keski-Suomen pelastu,1111MR820.11,Keski-Suomen pelastu,Muut toimintakulut,Muut toimintakulut,TILI/493000 Luottotappiot,TILI/493000,17 690,23 152
